Utilization Type,State,NDC,Labeler Code,Product Code,Package Size,Year,Quarter,Suppression Used,Product Name,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
FFSU,ND,4080085,4,800,85,2022,4,True,TAMIFLU 75,,,,,
FFSU,ND,4082205,4,822,5,2022,4,True,TAMIFLU 6 ,,,,,
FFSU,ND,6000530,6,5,30,2022,4,True,BELSOMRA 5,,,,,
FFSU,ND,6003330,6,33,30,2022,4,True,BELSOMRA 1,,,,,
FFSU,ND,6007861,6,78,61,2022,4,True,JANUMET XR,,,,,
FFSU,ND,6008061,6,80,61,2022,4,False,JANUMET XR,990.0,15.0,8399.02,7331.32,1067.7
FFSU,ND,6008131,6,81,31,2022,4,False,JANUMET XR,540.0,12.0,9150.06,9150.06,0.0
FFSU,ND,6011231,6,112,31,2022,4,False,JANUVIA 50,1082.0,32.0,18460.16,18460.16,0.0
FFSU,ND,6011254,6,112,54,2022,4,True,JANUVIA 50,,,,,
FFSU,ND,6022131,6,221,31,2022,4,True,JANUVIA 25,,,,,
FFSU,ND,6022761,6,227,61,2022,4,False,ISENTRESS ,660.0,11.0,19596.12,17830.8,1765.32
FFSU,ND,6027731,6,277,31,2022,4,False,JANUVIA 10,2388.0,70.0,40707.99,40707.99,0.0
FFSU,ND,6027754,6,277,54,2022,4,False,JANUVIA 10,1451.0,35.0,24628.76,24628.76,0.0
FFSU,ND,6032530,6,325,30,2022,4,True,BELSOMRA 1,,,,,
FFSU,ND,6033530,6,335,30,2022,4,False,BELSOMRA 2,370.0,13.0,4924.62,4924.62,0.0
FFSU,ND,6057561,6,575,61,2022,4,True,JANUMET 50,,,,,
FFSU,ND,6057562,6,575,62,2022,4,True,JANUMET 50,,,,,
FFSU,ND,6057761,6,577,61,2022,4,False,JANUMET 50,2522.0,38.0,21477.54,21477.54,0.0
FFSU,ND,6057762,6,577,62,2022,4,True,JANUMET 50,,,,,
MCOU,ND,6302601,6,3026,1,2022,4,True,KEYTRUDA 1,,,,,
FFSU,ND,6302601,6,3026,1,2022,4,True,KEYTRUDA 1,,,,,
FFSU,ND,6302602,6,3026,2,2022,4,True,KEYTRUDA 1,,,,,
MCOU,ND,6302602,6,3026,2,2022,4,False,KEYTRUDA 1,112.0,14.0,188775.12,176939.12,11836.0
MCOU,ND,6302604,6,3026,4,2022,4,False,KEYTRUDA 1,112.0,14.0,161569.87,152338.0,9231.87
FFSU,ND,6302604,6,3026,4,2022,4,True,KEYTRUDA 1,,,,,
FFSU,ND,6384371,6,3843,71,2022,4,True,INVANZ 1 G,,,,,
MCOU,ND,6384371,6,3843,71,2022,4,False,INVANZ 1 G,51.0,51.0,2126.96,2126.96,0.0
FFSU,ND,6500701,6,5007,1,2022,4,True,DELSTRIGO ,,,,,
FFSU,ND,6505506,6,5055,6,2022,4,True,LAGEVRIO 2,,,,,
FFSU,ND,6536403,6,5364,3,2022,4,True,STEGLATRO ,,,,,
MCOU,ND,6542302,6,5423,2,2022,4,False,BRIDION 20,40.0,35.0,5278.76,5036.38,242.38
FFSU,ND,6542312,6,5423,12,2022,4,True,BRIDION 20,,,,,
MCOU,ND,6542312,6,5423,12,2022,4,False,BRIDION 20,90.0,49.0,11128.79,10632.72,496.07
MCOU,ND,6542505,6,5425,5,2022,4,True,BRIDION 50,,,,,
MCOU,ND,6542515,6,5425,15,2022,4,False,BRIDION 50,13.0,13.0,2944.11,2944.11,0.0
MCOU,NE,2143380,2,1433,80,2022,4,False,TRULICITY ,2296.0,1106.0,979880.51,979801.48,79.03
MCOU,NE,2143401,2,1434,1,2022,4,True,TRULICITY ,,,,,
MCOU,NE,2143480,2,1434,80,2022,4,False,TRULICITY ,3066.0,1434.0,1311091.78,1311091.78,0.0
MCOU,NE,2143611,2,1436,11,2022,4,False,EMGALITY  ,634.0,623.0,385295.75,383905.25,1390.5
MCOU,NE,2144511,2,1445,11,2022,4,False,TALTZ     ,94.0,89.0,553600.33,553600.33,0.0
MCOU,NE,2144527,2,1445,27,2022,4,True,TALTZ     ,,,,,
MCOU,NE,2145780,2,1457,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,NE,2146080,2,1460,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,NE,2147180,2,1471,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,NE,2148480,2,1484,80,2022,4,True,MOUNJARO 7,,,,,
MCOU,NE,2149580,2,1495,80,2022,4,False,MOUNJARO 5,100.0,50.0,44609.73,44609.73,0.0
MCOU,NE,2150601,2,1506,1,2022,4,True,MOUNJARO 2,,,,,
MCOU,NE,2150680,2,1506,80,2022,4,False,MOUNJARO 2,54.0,27.0,25906.08,25906.08,0.0
MCOU,NE,2223680,2,2236,80,2022,4,False,TRULICITY ,1255.0,594.0,535697.8,535697.8,0.0
MCOU,NE,2237711,2,2377,11,2022,4,False,EMGALITY  ,105.0,103.0,66231.12,65529.5,701.62
MCOU,NE,2311509,2,3115,9,2022,4,False,EMGALITY  ,68.0,24.0,36488.76,36488.76,0.0
MCOU,NE,2318280,2,3182,80,2022,4,False,TRULICITY ,694.0,338.0,299392.55,299392.55,0.0
MCOU,NE,2322830,2,3228,30,2022,4,True,STRATTERA ,,,,,
MCOU,NE,2322930,2,3229,30,2022,4,True,STRATTERA ,,,,,
MCOU,NE,2325130,2,3251,30,2022,4,True,STRATTERA ,,,,,
MCOU,NE,2411230,2,4112,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NE,2411530,2,4115,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NE,2411730,2,4117,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NE,2418230,2,4182,30,2022,4,True,OLUMIANT  ,,,,,
MCOU,NE,2431208,2,4312,8,2022,4,True,REYVOW    ,,,,,
MCOU,NE,2447930,2,4479,30,2022,4,True,OLUMIANT  ,,,,,
MCOU,NE,2449108,2,4491,8,2022,4,False,REYVOW    ,154.0,21.0,13304.85,13304.85,0.0
MCOU,NE,2481554,2,4815,54,2022,4,True,VERZENIO  ,,,,,
MCOU,NE,2533754,2,5337,54,2022,4,True,VERZENIO  ,,,,,
MCOU,NE,2614511,2,6145,11,2022,4,False,BAQSIMI   ,173.0,103.0,46811.86,46811.86,0.0
MCOU,NE,2614527,2,6145,27,2022,4,False,BAQSIMI   ,193.0,97.0,51438.36,50932.82,505.54
MCOU,NE,2751001,2,7510,1,2022,4,False,HUMALOG   ,15080.45,530.0,358833.03,353538.58,5294.45
MCOU,NE,2751017,2,7510,17,2022,4,False,HUMALOG   ,336.4,366.0,6839.96,6839.96,0.0
MCOU,NE,2751101,2,7511,1,2022,4,False,HUMALOG MI,410.0,16.0,11606.29,11606.29,0.0
MCOU,NE,2751659,2,7516,59,2022,4,False,HUMALOG   ,1386.0,66.0,44479.38,44479.38,0.0
MCOU,NE,2758901,2,7589,1,2022,4,False,BEBTELOVIM,22.0,11.0,3323.87,3323.87,0.0
FFSU,NE,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
MCOU,NE,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
MCOU,NE,2763611,2,7636,11,2022,4,True,ZYPREXA RE,,,,,
MCOU,NE,2763711,2,7637,11,2022,4,True,ZYPREXA RE,,,,,
FFSU,NE,2764001,2,7640,1,2022,4,True,ALIMTA    ,,,,,
MCOU,NE,2766901,2,7669,1,2022,4,True,CYRAMZA   ,,,,,
MCOU,NE,2767801,2,7678,1,2022,4,True,CYRAMZA   ,,,,,
MCOU,NE,2771227,2,7712,27,2022,4,False,HUMALOG KW,1176.0,52.0,74734.52,74734.52,0.0
MCOU,NE,2771459,2,7714,59,2022,4,False,HUMALOG KW,591.0,40.0,18070.64,17517.04,553.6
MCOU,NE,2771559,2,7715,59,2022,4,False,BASAGLAR  ,1404.1,72.0,26586.69,26304.55,282.14
MCOU,NE,2772411,2,7724,11,2022,4,True,TALTZ     ,,,,,
MCOU,NE,2772801,2,7728,1,2022,4,True,LYUMJEV   ,,,,,
MCOU,NE,2773701,2,7737,1,2022,4,False,INSULIN LI,9410.0,357.0,77069.71,75137.2,1932.51
MCOU,NE,2775205,2,7752,5,2022,4,True,INSULIN LI,,,,,
MCOU,NE,2803101,2,8031,1,2022,4,False,GLUCAGON  ,53.0,44.0,14316.64,14316.64,0.0
MCOU,NE,2820705,2,8207,5,2022,4,False,LYUMJEV KW,543.0,24.0,18190.91,18190.91,0.0
MCOU,NE,2821501,2,8215,1,2022,4,False,HUMULIN R ,1264.6,105.0,17948.08,17948.08,0.0
MCOU,NE,2821517,2,8215,17,2022,4,False,HUMULIN R ,176.1,162.0,548.13,548.13,0.0
FFSU,NE,2822259,2,8222,59,2022,4,True,INSULIN LI,,,,,
MCOU,NE,2822259,2,8222,59,2022,4,False,INSULIN LI,17124.0,886.0,179067.03,179026.64,40.39
MCOU,NE,2822827,2,8228,27,2022,4,True,LYUMJEV KW,,,,,
MCOU,NE,2823305,2,8233,5,2022,4,True,INSULIN LI,,,,,
MCOU,NE,2831501,2,8315,1,2022,4,False,HUMULIN N ,1250.6,88.0,18301.34,18301.34,0.0
MCOU,NE,2831517,2,8315,17,2022,4,True,HUMULIN N ,,,,,
MCOU,NE,2840001,2,8400,1,2022,4,True,FORTEO    ,,,,,
MCOU,NE,2850101,2,8501,1,2022,4,False,HUMULIN R ,420.0,17.0,27465.12,27465.12,0.0
MCOU,NE,2871501,2,8715,1,2022,4,False,HUMULIN 70,1040.0,55.0,15165.34,15165.34,0.0
MCOU,NE,2871517,2,8715,17,2022,4,True,HUMULIN 70,,,,,
MCOU,NE,2879759,2,8797,59,2022,4,False,HUMALOG MI,342.0,19.0,11983.92,11983.92,0.0
MCOU,NE,2879859,2,8798,59,2022,4,True,HUMALOG MI,,,,,
MCOU,NE,2879901,2,8799,1,2022,4,False,HUMALOG KW,114.3,33.0,225.25,225.25,0.0
MCOU,NE,2879959,2,8799,59,2022,4,False,HUMALOG KW,13932.75,762.0,469074.03,468287.68,786.35
MCOU,NE,2880301,2,8803,1,2022,4,True,HUMULIN 70,,,,,
MCOU,NE,2880359,2,8803,59,2022,4,False,HUMULIN 70,1022.0,44.0,31159.35,31159.35,0.0
MCOU,NE,2880501,2,8805,1,2022,4,True,HUMULIN N ,,,,,
MCOU,NE,2880559,2,8805,59,2022,4,False,HUMULIN N ,744.0,38.0,22842.96,22842.96,0.0
MCOU,NE,2882401,2,8824,1,2022,4,True,HUMULIN R ,,,,,
MCOU,NE,2882427,2,8824,27,2022,4,False,HUMULIN R ,939.0,56.0,82205.54,82205.54,0.0
MCOU,NE,3029305,3,293,5,2022,4,False,KENALOG-40,449.5,383.0,2400.35,1677.87,722.48
MCOU,NE,3029320,3,293,20,2022,4,False,KENALOG-40,64.0,69.0,309.53,209.04,100.49
MCOU,NE,3029328,3,293,28,2022,4,False,KENALOG-40,1084.5,801.0,4386.53,2681.3,1705.23
MCOU,NE,3031505,3,315,5,2022,4,False,KENALOG 80,12.0,15.0,47.61,40.62,6.99
MCOU,NE,3031520,3,315,20,2022,4,False,KENALOG 80,10.375,13.0,122.08,47.83,74.25
MCOU,NE,3037113,3,371,13,2022,4,False,NULOJIX   ,18.0,14.0,24476.6,24476.6,0.0
MCOU,NE,3049420,3,494,20,2022,4,False,KENALOG-10,604.0,216.0,568.57,301.5,267.07
MCOU,NE,3052411,3,524,11,2022,4,True,SPRYCEL   ,,,,,
MCOU,NE,3085222,3,852,22,2022,4,True,SPRYCEL   ,,,,,
MCOU,NE,3089321,3,893,21,2022,4,False,ELIQUIS   ,16091.0,279.0,136065.77,135607.92,457.85
MCOU,NE,3089331,3,893,31,2022,4,True,ELIQUIS   ,,,,,
MCOU,NE,3089421,3,894,21,2022,4,False,ELIQUIS   ,131522.0,2135.0,1120455.0,1116685.32,3769.68
MCOU,NE,3089470,3,894,70,2022,4,True,ELIQUIS   ,,,,,
MCOU,NE,3218713,3,2187,13,2022,4,False,ORENCIA   ,90.36,35.0,103521.15,41794.94,61726.21
MCOU,NE,3218811,3,2188,11,2022,4,False,ORENCIA SC,48.0,12.0,59084.46,59084.46,0.0
MCOU,NE,3218851,3,2188,51,2022,4,False,ORENCIA SC,112.0,28.0,138819.74,138819.74,0.0
MCOU,NE,3232711,3,2327,11,2022,4,False,YERVOY    ,269.2,16.0,294160.87,188441.53,105719.34
MCOU,NE,3232822,3,2328,22,2022,4,True,YERVOY    ,,,,,
MCOU,NE,3281411,3,2814,11,2022,4,True,ORENCIA SC,,,,,
MCOU,NE,3364111,3,3641,11,2022,4,True,EVOTAZ    ,,,,,
MCOU,NE,3373413,3,3734,13,2022,4,False,OPDIVO    ,2281.4,58.0,545036.68,432185.49,112851.19
MCOU,NE,3376474,3,3764,74,2022,4,False,ELIQUIS   ,962.0,13.0,7664.11,7664.11,0.0
MCOU,NE,3377211,3,3772,11,2022,4,True,OPDIVO    ,,,,,
MCOU,NE,3377412,3,3774,12,2022,4,False,OPDIVO    ,374.0,14.0,86238.66,60526.77,25711.89
MCOU,NE,4025901,4,259,1,2022,4,True,CELLCEPT C,,,,,
MCOU,NE,4080085,4,800,85,2022,4,True,TAMIFLU 75,,,,,
FFSU,NH,2143380,2,1433,80,2022,4,True,TRULICITY ,,,,,
MCOU,NH,2143380,2,1433,80,2022,4,False,TRULICITY ,1478.0,697.0,599177.7,599177.7,0.0
MCOU,NH,2143480,2,1434,80,2022,4,False,TRULICITY ,1218.0,539.0,487130.91,487130.91,0.0
FFSU,NH,2143480,2,1434,80,2022,4,True,TRULICITY ,,,,,
MCOU,NH,2143611,2,1436,11,2022,4,False,EMGALITY P,396.0,368.0,237938.0,237938.0,0.0
MCOU,NH,2144509,2,1445,9,2022,4,True,TALTZ AUTO,,,,,
MCOU,NH,2144511,2,1445,11,2022,4,False,TALTZ AUTO,58.0,58.0,358396.28,358396.28,0.0
MCOU,NH,2144527,2,1445,27,2022,4,True,TALTZ AUTO,,,,,
MCOU,NH,2146080,2,1460,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,NH,2147180,2,1471,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,NH,2148480,2,1484,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,NH,2149580,2,1495,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,NH,2150680,2,1506,80,2022,4,False,MOUNJARO  ,26.0,13.0,8510.65,8510.65,0.0
MCOU,NH,2223680,2,2236,80,2022,4,False,TRULICITY ,440.0,202.0,180087.23,180087.23,0.0
MCOU,NH,2237711,2,2377,11,2022,4,False,EMGALITY S,35.0,32.0,21970.4,21970.4,0.0
MCOU,NH,2298026,2,2980,26,2022,4,True,RETEVMO   ,,,,,
MCOU,NH,2318280,2,3182,80,2022,4,False,TRULICITY ,218.0,91.0,87143.56,87143.56,0.0
FFSU,NH,2322830,2,3228,30,2022,4,True,STRATTERA ,,,,,
MCOU,NH,2322930,2,3229,30,2022,4,True,STRATTERA ,,,,,
MCOU,NH,2325030,2,3250,30,2022,4,True,STRATTERA ,,,,,
MCOU,NH,2327030,2,3270,30,2022,4,True,CYMBALTA  ,,,,,
MCOU,NH,2411230,2,4112,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NH,2411630,2,4116,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NH,2411730,2,4117,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NH,2418230,2,4182,30,2022,4,True,OLUMIANT  ,,,,,
MCOU,NH,2431208,2,4312,8,2022,4,True,REYVOW    ,,,,,
MCOU,NH,2447930,2,4479,30,2022,4,True,OLUMIANT  ,,,,,
MCOU,NH,2448354,2,4483,54,2022,4,True,VERZENIO  ,,,,,
MCOU,NH,2473230,2,4732,30,2022,4,True,OLUMIANT  ,,,,,
MCOU,NH,2481554,2,4815,54,2022,4,True,VERZENIO  ,,,,,
MCOU,NH,2533754,2,5337,54,2022,4,False,VERZENIO  ,728.0,13.0,183993.26,183993.26,0.0
MCOU,NH,2614511,2,6145,11,2022,4,False,BAQSIMI   ,90.0,55.0,21858.97,21858.97,0.0
MCOU,NH,2614527,2,6145,27,2022,4,False,BAQSIMI   ,100.0,51.0,26147.13,26147.13,0.0
MCOU,NH,2751001,2,7510,1,2022,4,False,HUMALOG   ,10910.0,389.0,245294.45,241311.59,3982.86
FFSU,NH,2751001,2,7510,1,2022,4,True,HUMALOG   ,,,,,
FFSU,NH,2751017,2,7510,17,2022,4,False,HUMALOG   ,62.75,27.0,340.03,340.03,0.0
MCOU,NH,2751017,2,7510,17,2022,4,False,HUMALOG   ,286.3,99.0,2530.84,2525.62,5.22
MCOU,NH,2751101,2,7511,1,2022,4,False,HUMALOG MI,350.5,19.0,9137.01,9137.01,0.0
MCOU,NH,2751659,2,7516,59,2022,4,True,HUMALOG   ,,,,,
MCOU,NH,2758901,2,7589,1,2022,4,True,BEBTELOVIM,,,,,
FFSU,NH,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
MCOU,NH,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
MCOU,NH,2764001,2,7640,1,2022,4,True,ALIMTA    ,,,,,
MCOU,NH,2771227,2,7712,27,2022,4,False,HUMALOG KW,699.0,35.0,45451.54,45451.54,0.0
FFSU,NH,2771459,2,7714,59,2022,4,True,HUMALOG JU,,,,,
MCOU,NH,2771459,2,7714,59,2022,4,False,HUMALOG JU,1884.0,110.0,53440.32,53440.32,0.0
MCOU,NH,2771559,2,7715,59,2022,4,False,BASAGLAR K,2211.0,139.0,38985.43,38985.43,0.0
MCOU,NH,2772411,2,7724,11,2022,4,True,TALTZ SYRI,,,,,
MCOU,NH,2772801,2,7728,1,2022,4,True,LYUMJEV   ,,,,,
MCOU,NH,2773701,2,7737,1,2022,4,False,INSULIN LI,5040.0,190.0,38055.64,38055.64,0.0
MCOU,NH,2775205,2,7752,5,2022,4,False,INSULIN LI,726.0,46.0,7180.82,7180.82,0.0
MCOU,NH,2803101,2,8031,1,2022,4,True,GLUCAGON E,,,,,
MCOU,NH,2820705,2,8207,5,2022,4,True,LYUMJEV KW,,,,,
FFSU,NH,2821501,2,8215,1,2022,4,True,HUMULIN R ,,,,,
MCOU,NH,2821501,2,8215,1,2022,4,False,HUMULIN R ,611.35,35.0,8624.66,8624.66,0.0
FFSU,NH,2821517,2,8215,17,2022,4,True,HUMULIN R ,,,,,
MCOU,NH,2821517,2,8215,17,2022,4,False,HUMULIN R ,123.85,49.0,1367.61,1256.12,111.49
FFSU,NH,2822201,2,8222,1,2022,4,True,INSULIN LI,,,,,
MCOU,NH,2822259,2,8222,59,2022,4,False,INSULIN LI,5970.0,322.0,57562.7,57562.7,0.0
MCOU,NH,2822827,2,8228,27,2022,4,True,LYUMJEV KW,,,,,
MCOU,NH,2823305,2,8233,5,2022,4,False,INSULIN LI,276.0,11.0,1812.7,1812.7,0.0
MCOU,NH,2831501,2,8315,1,2022,4,False,HUMULIN N ,1320.5,89.0,18580.89,18580.89,0.0
FFSU,NH,2831517,2,8315,17,2022,4,True,HUMULIN N ,,,,,
MCOU,NH,2831517,2,8315,17,2022,4,True,HUMULIN N ,,,,,
MCOU,NH,2840001,2,8400,1,2022,4,True,FORTEO    ,,,,,
MCOU,NH,2850101,2,8501,1,2022,4,False,HUMULIN R ,340.02,16.0,23995.37,23995.37,0.0
MCOU,NH,2871501,2,8715,1,2022,4,False,HUMULIN 70,520.0,33.0,7340.47,7340.47,0.0
FFSU,NH,2871501,2,8715,1,2022,4,True,HUMULIN 70,,,,,
MCOU,NH,2871517,2,8715,17,2022,4,True,HUMULIN 70,,,,,
MCOU,NH,2879759,2,8797,59,2022,4,False,HUMALOG MI,1104.0,55.0,30271.6,30271.6,0.0
MCOU,NH,2879859,2,8798,59,2022,4,True,HUMALOG MI,,,,,
MCOU,NH,2879901,2,8799,1,2022,4,True,HUMALOG KW,,,,,
FFSU,NH,2879959,2,8799,59,2022,4,True,HUMALOG KW,,,,,
MCOU,NH,2879959,2,8799,59,2022,4,False,HUMALOG KW,7002.65,415.0,214629.33,214629.33,0.0
MCOU,NH,2880359,2,8803,59,2022,4,False,HUMULIN 70,774.0,37.0,22979.01,22979.01,0.0
MCOU,NH,2880501,2,8805,1,2022,4,True,HUMULIN N ,,,,,
FFSU,NH,2880501,2,8805,1,2022,4,True,HUMULIN N ,,,,,
MCOU,NH,2880559,2,8805,59,2022,4,False,HUMULIN N ,327.0,18.0,9267.99,9267.99,0.0
MCOU,NH,2882427,2,8824,27,2022,4,False,HUMULIN R ,1296.0,73.0,117016.78,117016.78,0.0
MCOU,NH,3029305,3,293,5,2022,4,False,KENALOG-40,140.75,116.0,1927.05,872.62,1054.43
FFSU,NH,3029305,3,293,5,2022,4,True,KENALOG-40,,,,,
FFSU,NH,3029320,3,293,20,2022,4,True,KENALOG-40,,,,,
MCOU,NH,3029320,3,293,20,2022,4,False,KENALOG-40,53.5,43.0,1882.43,783.62,1098.81
MCOU,NH,3029328,3,293,28,2022,4,False,KENALOG-40,20.25,19.0,818.74,148.28,670.46
FFSU,NH,3029328,3,293,28,2022,4,True,KENALOG-40,,,,,
MCOU,NH,3037113,3,371,13,2022,4,True,NULOJIX   ,,,,,
FFSU,NH,3049420,3,494,20,2022,4,False,KENALOG-10,170.0,32.0,69.49,65.44,4.05
MCOU,NH,3049420,3,494,20,2022,4,False,KENALOG-10,1510.0,346.0,9176.15,1888.58,7287.57
MCOU,NH,3052411,3,524,11,2022,4,True,SPRYCEL   ,,,,,
MCOU,NH,3052811,3,528,11,2022,4,True,SPRYCEL   ,,,,,
MCOU,NH,3085222,3,852,22,2022,4,True,SPRYCEL   ,,,,,
MCOU,NH,3085522,3,855,22,2022,4,True,SPRYCEL   ,,,,,
MCOU,NH,3085722,3,857,22,2022,4,True,SPRYCEL   ,,,,,
MCOU,NH,3089321,3,893,21,2022,4,False,ELIQUIS   ,12099.0,178.0,88810.26,88810.26,0.0
MCOU,NH,3089331,3,893,31,2022,4,True,ELIQUIS   ,,,,,
MCOU,NH,3089421,3,894,21,2022,4,False,ELIQUIS   ,104728.0,1465.0,823317.53,823317.53,0.0
FFSU,NH,3089421,3,894,21,2022,4,True,ELIQUIS   ,,,,,
MCOU,NH,3089431,3,894,31,2022,4,False,ELIQUIS   ,606.105,59.0,5162.22,5162.22,0.0
FFSU,NH,3089431,3,894,31,2022,4,False,ELIQUIS   ,335.01,34.0,3156.18,3156.18,0.0
MCOU,NH,3089470,3,894,70,2022,4,True,ELIQUIS   ,,,,,
MCOU,NJ,2143301,2,1433,1,2022,4,False,TRULICITY ,49.0,19.0,21286.42,14544.31,6742.11
FFSU,NJ,2143380,2,1433,80,2022,4,True,TRULICITY ,,,,,
MCOU,NJ,2143380,2,1433,80,2022,4,False,TRULICITY ,5071.0,2173.0,2231643.24,1978135.83,253507.41
MCOU,NJ,2143401,2,1434,1,2022,4,True,TRULICITY ,,,,,
MCOU,NJ,2143480,2,1434,80,2022,4,False,TRULICITY ,7314.0,2935.0,3174201.68,2886509.98,287691.7
FFSU,NJ,2143480,2,1434,80,2022,4,True,TRULICITY ,,,,,
MCOU,NJ,2143611,2,1436,11,2022,4,False,EMGALITY  ,603.0,585.0,388795.76,367828.57,20967.19
MCOU,NJ,2144509,2,1445,9,2022,4,True,TALTZ     ,,,,,
MCOU,NJ,2144511,2,1445,11,2022,4,False,TALTZ     ,276.0,269.0,1695613.41,1655763.64,39849.77
MCOU,NJ,2144527,2,1445,27,2022,4,False,TALTZ     ,63.0,33.0,400417.73,360558.86,39858.87
MCOU,NJ,2145780,2,1457,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,NJ,2146080,2,1460,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,NJ,2147180,2,1471,80,2022,4,False,MOUNJARO 1,62.0,29.0,27109.2,23013.84,4095.36
MCOU,NJ,2148480,2,1484,80,2022,4,False,MOUNJARO 7,76.0,36.0,35810.89,26255.86,9555.03
MCOU,NJ,2149580,2,1495,80,2022,4,False,MOUNJARO 5,234.5,115.0,109173.82,82197.24,26976.58
MCOU,NJ,2150601,2,1506,1,2022,4,True,MOUNJARO 2,,,,,
MCOU,NJ,2150680,2,1506,80,2022,4,False,MOUNJARO 2,252.0,118.0,117315.45,90913.35,26402.1
MCOU,NJ,2223601,2,2236,1,2022,4,False,TRULICITY ,38.0,16.0,16030.75,16030.75,0.0
FFSU,NJ,2223680,2,2236,80,2022,4,True,TRULICITY ,,,,,
MCOU,NJ,2223680,2,2236,80,2022,4,False,TRULICITY ,2933.0,1209.0,1285518.9,1162502.71,123016.19
MCOU,NJ,2237711,2,2377,11,2022,4,False,EMGALITY  ,51.0,51.0,29736.86,26653.48,3083.38
MCOU,NJ,2298026,2,2980,26,2022,4,True,RETEVMO   ,,,,,
MCOU,NJ,2311509,2,3115,9,2022,4,False,EMGALITY  ,35.0,13.0,18992.09,18992.09,0.0
MCOU,NJ,2318201,2,3182,1,2022,4,False,TRULICITY ,32.0,16.0,13579.55,13579.55,0.0
MCOU,NJ,2318280,2,3182,80,2022,4,False,TRULICITY ,1507.5,623.0,653030.31,600930.47,52099.84
MCOU,NJ,2322730,2,3227,30,2022,4,True,STRATTERA ,,,,,
MCOU,NJ,2322830,2,3228,30,2022,4,False,STRATTERA ,357.0,12.0,3428.5,3428.5,0.0
MCOU,NJ,2323560,2,3235,60,2022,4,True,CYMBALTA  ,,,,,
MCOU,NJ,2323930,2,3239,30,2022,4,True,STRATTERA ,,,,,
MCOU,NJ,2324030,2,3240,30,2022,4,True,CYMBALTA  ,,,,,
MCOU,NJ,2325130,2,3251,30,2022,4,True,STRATTERA ,,,,,
MCOU,NJ,2327030,2,3270,30,2022,4,False,CYMBALTA  ,602.0,16.0,5386.7,3165.52,2221.18
MCOU,NJ,2411230,2,4112,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NJ,2411530,2,4115,30,2022,4,False,ZYPREXA   ,480.0,11.0,7431.84,7431.84,0.0
MCOU,NJ,2411630,2,4116,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NJ,2411730,2,4117,30,2022,4,False,ZYPREXA   ,780.0,16.0,18065.14,18065.14,0.0
MCOU,NJ,2418230,2,4182,30,2022,4,False,OLUMIANT  ,1455.0,40.0,121544.33,121544.33,0.0
MCOU,NJ,2442030,2,4420,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,NJ,2445385,2,4453,85,2022,4,True,ZYPREXA ZY,,,,,
MCOU,NJ,2445485,2,4454,85,2022,4,True,ZYPREXA ZY,,,,,
MCOU,NJ,2446230,2,4462,30,2022,4,True,CIALIS    ,,,,,
MCOU,NJ,2447930,2,4479,30,2022,4,True,OLUMIANT  ,,,,,
MCOU,NJ,2448354,2,4483,54,2022,4,True,VERZENIO  ,,,,,
MCOU,NJ,2449108,2,4491,8,2022,4,False,REYVOW    ,84.0,11.0,7502.18,7502.18,0.0
MCOU,NJ,2481554,2,4815,54,2022,4,False,VERZENIO  ,1568.0,28.0,376971.11,376971.11,0.0
MCOU,NJ,2533754,2,5337,54,2022,4,False,VERZENIO  ,3080.0,59.0,749678.7,718919.74,30758.96
MCOU,NJ,2614511,2,6145,11,2022,4,False,BAQSIMI   ,447.0,286.0,126245.48,119410.04,6835.44
FFSU,NJ,2614511,2,6145,11,2022,4,True,BAQSIMI   ,,,,,
MCOU,NJ,2614527,2,6145,27,2022,4,False,BAQSIMI   ,934.0,467.0,261527.09,257486.66,4040.43
FFSU,NJ,2751001,2,7510,1,2022,4,False,HUMALOG   ,250.02,24.0,6621.85,6621.85,0.0
MCOU,NJ,2751001,2,7510,1,2022,4,False,HUMALOG   ,6751.81,324.0,184510.84,117677.96,66832.88
