Utilization Type,State,NDC,Labeler Code,Product Code,Package Size,Year,Quarter,Suppression Used,Product Name,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
FFSU,AK,2143380,2,1433,80,2022,4,False,TRULICITY ,473.0,198.0,201743.95,195095.41,6648.54
FFSU,AK,2143401,2,1434,1,2022,4,True,TRULICITY ,,,,,
FFSU,AK,2143480,2,1434,80,2022,4,False,TRULICITY ,646.0,231.0,275657.31,267347.63,8309.68
FFSU,AK,2143611,2,1436,11,2022,4,False,EMGALITY P,26.0,25.0,16642.78,16642.78,0.0
FFSU,AK,2144511,2,1445,11,2022,4,False,TALTZ AUTO,26.0,23.0,164678.63,164678.63,0.0
FFSU,AK,2144527,2,1445,27,2022,4,True,TALTZ AUTO,,,,,
FFSU,AK,2145780,2,1457,80,2022,4,True,MOUNJARO  ,,,,,
FFSU,AK,2146080,2,1460,80,2022,4,True,MOUNJARO  ,,,,,
FFSU,AK,2147180,2,1471,80,2022,4,False,MOUNJARO  ,26.0,12.0,12214.55,10397.54,1817.01
FFSU,AK,2148480,2,1484,80,2022,4,True,MOUNJARO  ,,,,,
FFSU,AK,2149580,2,1495,80,2022,4,False,MOUNJARO  ,76.0,37.0,35377.69,32060.86,3316.83
FFSU,AK,2150680,2,1506,80,2022,4,False,MOUNJARO  ,34.0,17.0,15728.86,14800.58,928.28
FFSU,AK,2223680,2,2236,80,2022,4,False,TRULICITY ,278.5,125.0,117517.01,116749.1,767.91
FFSU,AK,2237711,2,2377,11,2022,4,True,EMGALITY S,,,,,
FFSU,AK,2311509,2,3115,9,2022,4,True,EMGALITY S,,,,,
FFSU,AK,2318280,2,3182,80,2022,4,False,TRULICITY ,120.0,45.0,51564.37,49853.71,1710.66
FFSU,AK,2322830,2,3228,30,2022,4,True,STRATTERA ,,,,,
FFSU,AK,2322930,2,3229,30,2022,4,True,STRATTERA ,,,,,
FFSU,AK,2324030,2,3240,30,2022,4,True,CYMBALTA  ,,,,,
FFSU,AK,2327030,2,3270,30,2022,4,True,CYMBALTA  ,,,,,
FFSU,AK,2418230,2,4182,30,2022,4,True,OLUMIANT  ,,,,,
FFSU,AK,2445685,2,4456,85,2022,4,True,ZYPREXA ZY,,,,,
FFSU,AK,2449108,2,4491,8,2022,4,True,REYVOW    ,,,,,
FFSU,AK,2481554,2,4815,54,2022,4,True,VERZENIO  ,,,,,
FFSU,AK,2533754,2,5337,54,2022,4,False,VERZENIO  ,728.0,13.0,178648.58,178648.58,0.0
FFSU,AK,2614511,2,6145,11,2022,4,False,BAQSIMI   ,43.0,25.0,11563.08,11563.08,0.0
FFSU,AK,2614527,2,6145,27,2022,4,False,BAQSIMI   ,88.0,37.0,23393.33,22900.71,492.62
FFSU,AK,2751001,2,7510,1,2022,4,False,HUMALOG   ,1900.0,60.0,51487.52,48905.38,2582.14
FFSU,AK,2751017,2,7510,17,2022,4,True,HUMALOG   ,,,,,
FFSU,AK,2751659,2,7516,59,2022,4,False,HUMALOG   ,273.0,15.0,8992.83,8992.83,0.0
FFSU,AK,2752901,2,7529,1,2022,4,True,GLUCAGON E,,,,,
FFSU,AK,2759701,2,7597,1,2022,4,True,ZYPREXA   ,,,,,
FFSU,AK,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
FFSU,AK,2764001,2,7640,1,2022,4,True,ALIMTA    ,,,,,
FFSU,AK,2766901,2,7669,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,AK,2767801,2,7678,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,AK,2771227,2,7712,27,2022,4,False,HUMALOG KW,904.0,53.0,61800.52,61800.52,0.0
FFSU,AK,2771459,2,7714,59,2022,4,False,HUMALOG JU,240.0,14.0,8278.96,8278.96,0.0
FFSU,AK,2771559,2,7715,59,2022,4,False,BASAGLAR K,867.0,62.0,18566.12,17801.26,764.86
FFSU,AK,2772411,2,7724,11,2022,4,True,TALTZ SYRI,,,,,
FFSU,AK,2772801,2,7728,1,2022,4,True,LYUMJEV   ,,,,,
FFSU,AK,2773701,2,7737,1,2022,4,False,INSULIN LI,5550.0,181.0,45453.35,44906.51,546.84
FFSU,AK,2775205,2,7752,5,2022,4,False,INSULIN LI,462.0,25.0,4946.62,4946.62,0.0
FFSU,AK,2791001,2,7910,1,2022,4,True,BAMLANIVIM,,,,,
FFSU,AK,2795001,2,7950,1,2022,4,True,ETESEVIMAB,,,,,
FFSU,AK,2803101,2,8031,1,2022,4,False,GLUCAGON E,25.0,16.0,5711.58,5711.58,0.0
FFSU,AK,2814801,2,8148,1,2022,4,True,HUMATROPE ,,,,,
FFSU,AK,2821501,2,8215,1,2022,4,False,HUMULIN R ,540.0,17.0,7790.28,7790.28,0.0
FFSU,AK,2821517,2,8215,17,2022,4,True,HUMULIN R ,,,,,
FFSU,AK,2822259,2,8222,59,2022,4,False,INSULIN LI,6945.0,331.0,73259.0,73259.0,0.0
FFSU,AK,2822827,2,8228,27,2022,4,True,LYUMJEV KW,,,,,
FFSU,AK,2823305,2,8233,5,2022,4,True,INSULIN LI,,,,,
FFSU,AK,2831501,2,8315,1,2022,4,True,HUMULIN N ,,,,,
FFSU,AK,2840001,2,8400,1,2022,4,True,FORTEO    ,,,,,
FFSU,AK,2850101,2,8501,1,2022,4,True,HUMULIN R ,,,,,
FFSU,AK,2871501,2,8715,1,2022,4,True,HUMULIN 70,,,,,
FFSU,AK,2879759,2,8797,59,2022,4,True,HUMALOG MI,,,,,
FFSU,AK,2879859,2,8798,59,2022,4,True,HUMALOG MI,,,,,
FFSU,AK,2879901,2,8799,1,2022,4,True,HUMALOG KW,,,,,
FFSU,AK,2879959,2,8799,59,2022,4,False,HUMALOG KW,1707.0,111.0,59306.98,58475.02,831.96
FFSU,AK,2880359,2,8803,59,2022,4,False,HUMULIN 70,198.0,11.0,5913.05,5913.05,0.0
FFSU,AK,2880559,2,8805,59,2022,4,False,HUMULIN N ,783.0,44.0,22709.71,22245.08,464.63
FFSU,AK,2882427,2,8824,27,2022,4,True,HUMULIN R ,,,,,
FFSU,AK,3029305,3,293,5,2022,4,False,KENALOG-40,270.12,260.0,0.01,0.01,0.0
FFSU,AK,3029320,3,293,20,2022,4,True,KENALOG-40,,,,,
FFSU,AK,3029328,3,293,28,2022,4,False,KENALOG-40,250.0,160.0,1665.84,1536.9,128.94
FFSU,AK,3037113,3,371,13,2022,4,True,NULOJIX   ,,,,,
FFSU,AK,3049420,3,494,20,2022,4,False,KENALOG-10,91.6,43.0,218.97,203.52,15.45
FFSU,AK,3052411,3,524,11,2022,4,True,SPRYCEL   ,,,,,
FFSU,AK,3085222,3,852,22,2022,4,True,SPRYCEL   ,,,,,
FFSU,AK,3085522,3,855,22,2022,4,True,SPRYCEL   ,,,,,
FFSU,AK,3085722,3,857,22,2022,4,True,SPRYCEL   ,,,,,
FFSU,AK,3089321,3,893,21,2022,4,False,ELIQUIS   ,6906.0,115.0,59268.03,59268.03,0.0
FFSU,AK,3089421,3,894,21,2022,4,False,ELIQUIS   ,73232.0,1071.0,611776.97,604635.04,7141.93
FFSU,AK,3089431,3,894,31,2022,4,False,ELIQUIS   ,979.0,29.0,8671.86,8671.86,0.0
FFSU,AK,3089470,3,894,70,2022,4,False,ELIQUIS   ,664.0,12.0,5353.23,5353.23,0.0
FFSU,AK,3218811,3,2188,11,2022,4,True,ORENCIA   ,,,,,
FFSU,AK,3218851,3,2188,51,2022,4,True,ORENCIA CL,,,,,
FFSU,AK,3232711,3,2327,11,2022,4,True,YERVOY    ,,,,,
FFSU,AK,3373413,3,3734,13,2022,4,False,OPDIVO    ,504.0,12.0,142553.83,131382.77,11171.06
FFSU,AK,3375614,3,3756,14,2022,4,True,OPDIVO    ,,,,,
FFSU,AK,3376474,3,3764,74,2022,4,True,ELIQUIS   ,,,,,
FFSU,AK,3377211,3,3772,11,2022,4,True,OPDIVO    ,,,,,
FFSU,AK,3377412,3,3774,12,2022,4,True,OPDIVO    ,,,,,
FFSU,AK,3712511,3,7125,11,2022,4,True,OPDUALAG  ,,,,,
FFSU,AK,4080085,4,800,85,2022,4,False,TAMIFLU   ,1806.0,181.0,5965.55,5965.55,0.0
FFSU,AK,4080185,4,801,85,2022,4,True,TAMIFLU   ,,,,,
FFSU,AK,4080285,4,802,85,2022,4,True,TAMIFLU   ,,,,,
FFSU,AK,4082205,4,822,5,2022,4,False,TAMIFLU   ,7680.0,74.0,5041.41,5041.41,0.0
FFSU,AK,6003330,6,33,30,2022,4,False,BELSOMRA  ,430.0,15.0,5630.14,5630.14,0.0
FFSU,AK,6007861,6,78,61,2022,4,True,JANUMET XR,,,,,
FFSU,AK,6008061,6,80,61,2022,4,False,JANUMET XR,3046.0,44.0,24838.75,23431.98,1406.77
FFSU,AK,6008062,6,80,62,2022,4,True,JANUMET XR,,,,,
FFSU,AK,6008131,6,81,31,2022,4,False,JANUMET XR,750.0,19.0,12573.43,11751.67,821.76
FFSU,AK,6011231,6,112,31,2022,4,False,JANUVIA   ,1889.0,43.0,31948.69,31948.69,0.0
FFSU,AK,6011254,6,112,54,2022,4,True,JANUVIA   ,,,,,
FFSU,AK,6022128,6,221,28,2022,4,False,JANUVIA   ,197.0,11.0,3465.11,3465.11,0.0
FFSU,AK,6022131,6,221,31,2022,4,False,JANUVIA   ,651.0,26.0,11186.46,11186.46,0.0
FFSU,AK,6022154,6,221,54,2022,4,True,JANUVIA   ,,,,,
FFSU,AK,6022761,6,227,61,2022,4,True,ISENTRESS ,,,,,
FFSU,AL,2143301,2,1433,1,2022,4,True,TRULICITY ,,,,,
FFSU,AL,2143380,2,1433,80,2022,4,False,TRULICITY ,6622.5,3317.0,2888882.89,2814683.56,74199.33
FFSU,AL,2143401,2,1434,1,2022,4,False,TRULICITY ,16.0,11.0,6949.9,6949.9,0.0
FFSU,AL,2143480,2,1434,80,2022,4,False,TRULICITY ,7582.5,3797.0,3303285.34,3227625.66,75659.68
FFSU,AL,2143611,2,1436,11,2022,4,False,EMGALITY  ,149.0,147.0,96521.9,95317.32,1204.58
FFSU,AL,2144509,2,1445,9,2022,4,True,TALTZ     ,,,,,
FFSU,AL,2144511,2,1445,11,2022,4,False,TALTZ     ,126.0,115.0,780353.42,780353.42,0.0
FFSU,AL,2144527,2,1445,27,2022,4,True,TALTZ     ,,,,,
FFSU,AL,2146080,2,1460,80,2022,4,True,MOUNJARO 1,,,,,
FFSU,AL,2147180,2,1471,80,2022,4,False,MOUNJARO 1,34.0,17.0,17915.51,16034.13,1881.38
FFSU,AL,2148480,2,1484,80,2022,4,False,MOUNJARO 7,34.0,17.0,16994.37,16055.07,939.3
FFSU,AL,2149580,2,1495,80,2022,4,False,MOUNJARO 5,272.5,139.0,132024.06,126167.25,5856.81
FFSU,AL,2150680,2,1506,80,2022,4,False,MOUNJARO 2,439.0,220.0,208112.54,206455.53,1657.01
FFSU,AL,2223601,2,2236,1,2022,4,False,TRULICITY ,38.0,19.0,17259.92,16401.97,857.95
FFSU,AL,2223680,2,2236,80,2022,4,False,TRULICITY ,3081.5,1545.0,1386614.79,1308841.14,77773.65
FFSU,AL,2237711,2,2377,11,2022,4,True,EMGALITY  ,,,,,
FFSU,AL,2298026,2,2980,26,2022,4,True,RETEVMO   ,,,,,
FFSU,AL,2311509,2,3115,9,2022,4,True,EMGALITY  ,,,,,
FFSU,AL,2318201,2,3182,1,2022,4,True,TRULICITY ,,,,,
FFSU,AL,2318280,2,3182,80,2022,4,False,TRULICITY ,1536.0,768.0,703203.64,651951.25,51252.39
FFSU,AL,2322830,2,3228,30,2022,4,True,STRATTERA ,,,,,
FFSU,AL,2322930,2,3229,30,2022,4,True,STRATTERA ,,,,,
FFSU,AL,2325130,2,3251,30,2022,4,True,STRATTERA ,,,,,
FFSU,AL,2327030,2,3270,30,2022,4,True,CYMBALTA  ,,,,,
FFSU,AL,2411730,2,4117,30,2022,4,True,ZYPREXA   ,,,,,
FFSU,AL,2418230,2,4182,30,2022,4,True,OLUMIANT  ,,,,,
FFSU,AL,2431208,2,4312,8,2022,4,True,REYVOW    ,,,,,
FFSU,AL,2448354,2,4483,54,2022,4,True,VERZENIO  ,,,,,
FFSU,AL,2449108,2,4491,8,2022,4,False,REYVOW    ,96.0,13.0,8351.12,8351.12,0.0
FFSU,AL,2481554,2,4815,54,2022,4,False,VERZENIO  ,1008.0,18.0,238240.8,238240.8,0.0
FFSU,AL,2533754,2,5337,54,2022,4,False,VERZENIO  ,3192.0,58.0,741884.44,741884.44,0.0
FFSU,AL,2614511,2,6145,11,2022,4,False,BAQSIMI   ,180.0,99.0,54045.72,47627.99,6417.73
FFSU,AL,2614527,2,6145,27,2022,4,False,BAQSIMI   ,592.0,284.0,169613.06,153369.17,16243.89
FFSU,AL,2751001,2,7510,1,2022,4,False,HUMALOG   ,1766.0,103.0,45140.74,33681.41,11459.33
FFSU,AL,2751017,2,7510,17,2022,4,False,HUMALOG   ,49.45,31.0,1472.02,1472.02,0.0
FFSU,AL,2751101,2,7511,1,2022,4,False,HUMALOG MI,540.05,21.0,15716.24,14894.78,821.46
FFSU,AL,2751201,2,7512,1,2022,4,True,HUMALOG MI,,,,,
FFSU,AL,2751659,2,7516,59,2022,4,True,HUMALOG   ,,,,,
FFSU,AL,2759701,2,7597,1,2022,4,True,ZYPREXA   ,,,,,
FFSU,AL,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
FFSU,AL,2764001,2,7640,1,2022,4,True,ALIMTA    ,,,,,
FFSU,AL,2766901,2,7669,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,AL,2767801,2,7678,1,2022,4,False,CYRAMZA   ,550.0,14.0,71217.0,50214.28,21002.72
FFSU,AL,2771227,2,7712,27,2022,4,False,HUMALOG KW,810.0,46.0,55688.15,55688.15,0.0
FFSU,AL,2771459,2,7714,59,2022,4,False,HUMALOG KW,195.0,16.0,6816.86,6816.86,0.0
FFSU,AL,2771559,2,7715,59,2022,4,False,BASAGLAR  ,2430.0,152.0,56095.23,52159.79,3935.44
FFSU,AL,2772411,2,7724,11,2022,4,False,TALTZ     ,52.0,48.0,313648.52,313648.52,0.0
FFSU,AL,2772801,2,7728,1,2022,4,True,LYUMJEV   ,,,,,
FFSU,AL,2773701,2,7737,1,2022,4,False,INSULIN LI,870.0,52.0,7683.97,7432.36,251.61
FFSU,AL,2775205,2,7752,5,2022,4,True,INSULIN LI,,,,,
FFSU,AL,2803101,2,8031,1,2022,4,False,GLUCAGON  ,44.0,24.0,13580.6,11180.24,2400.36
FFSU,AL,2820705,2,8207,5,2022,4,True,LYUMJEV KW,,,,,
FFSU,AL,2821501,2,8215,1,2022,4,False,HUMULIN R ,3625.0,213.0,54836.19,53402.29,1433.9
FFSU,AL,2821517,2,8215,17,2022,4,False,HUMULIN R ,204.75,68.0,4118.06,3954.31,163.75
FFSU,AL,2822259,2,8222,59,2022,4,False,INSULIN LI,1998.0,148.0,21921.15,21530.2,390.95
FFSU,AL,2831501,2,8315,1,2022,4,False,HUMULIN N ,1240.0,67.0,19055.59,17946.02,1109.57
FFSU,AL,2831517,2,8315,17,2022,4,False,HUMULIN N ,0.55,11.0,14.09,14.09,0.0
FFSU,AL,2840001,2,8400,1,2022,4,False,FORTEO    ,60.0,22.0,97323.96,97323.96,0.0
FFSU,AL,2850101,2,8501,1,2022,4,False,HUMULIN R ,600.0,29.0,46351.84,43499.78,2852.06
FFSU,AL,2871501,2,8715,1,2022,4,False,HUMULIN 70,5880.0,160.0,86201.4,84128.41,2072.99
FFSU,AL,2871517,2,8715,17,2022,4,False,HUMULIN 70,474.0,16.0,7096.66,7004.26,92.4
FFSU,AL,2879759,2,8797,59,2022,4,False,HUMALOG MI,1023.0,43.0,35959.52,35436.0,523.52
FFSU,AL,2879859,2,8798,59,2022,4,False,HUMALOG MI,255.0,11.0,8797.77,8308.86,488.91
FFSU,AL,2879959,2,8799,59,2022,4,False,HUMALOG KW,3978.0,244.0,139668.56,125882.59,13785.97
FFSU,AL,2880359,2,8803,59,2022,4,False,HUMULIN 70,3567.0,128.0,110083.2,108953.17,1130.03
FFSU,AL,2880501,2,8805,1,2022,4,True,HUMULIN N ,,,,,
FFSU,AL,2880559,2,8805,59,2022,4,False,HUMULIN N ,1191.0,55.0,38622.33,35454.18,3168.15
FFSU,AL,2882427,2,8824,27,2022,4,False,HUMULIN R ,1701.0,115.0,159171.41,158094.57,1076.84
FFSU,AL,3029305,3,293,5,2022,4,False,KENALOG-40,143.5,180.0,642.97,481.56,161.41
FFSU,AL,3029320,3,293,20,2022,4,False,KENALOG-40,60.5,62.0,268.01,195.78,72.23
FFSU,AL,3029328,3,293,28,2022,4,False,KENALOG-40,1083.0,902.0,4723.93,3009.87,1714.06
FFSU,AL,3031505,3,315,5,2022,4,True,KENALOG 80,,,,,
FFSU,AL,3031520,3,315,20,2022,4,True,KENALOG 80,,,,,
FFSU,AL,3037113,3,371,13,2022,4,True,NULOJIX   ,,,,,
FFSU,AL,3049420,3,494,20,2022,4,False,KENALOG-10,853.0,376.0,943.68,808.61,135.07
FFSU,AL,3052411,3,524,11,2022,4,True,SPRYCEL   ,,,,,
FFSU,AL,3052711,3,527,11,2022,4,False,SPRYCEL   ,660.0,13.0,93026.73,93026.73,0.0
FFSU,AL,3052811,3,528,11,2022,4,True,SPRYCEL   ,,,,,
FFSU,AL,3085222,3,852,22,2022,4,False,SPRYCEL   ,1140.0,38.0,565593.14,565593.14,0.0
FFSU,AL,3085522,3,855,22,2022,4,True,SPRYCEL   ,,,,,
FFSU,AL,3085722,3,857,22,2022,4,True,SPRYCEL   ,,,,,
FFSU,AL,3089321,3,893,21,2022,4,False,ELIQUIS   ,30379.0,549.0,262700.68,252520.34,10180.34
FFSU,AL,3089421,3,894,21,2022,4,False,ELIQUIS   ,243104.0,4241.0,2124571.4,2053797.72,70773.68
FFSU,AL,3089431,3,894,31,2022,4,True,ELIQUIS   ,,,,,
FFSU,AL,3089470,3,894,70,2022,4,False,ELIQUIS   ,4138.0,77.0,35755.43,35755.43,0.0
FFSU,AL,3218713,3,2187,13,2022,4,False,ORENCIA   ,246.0,82.0,272946.52,119529.53,153416.99
FFSU,AL,3218811,3,2188,11,2022,4,False,ORENCIA SC,96.0,24.0,121587.0,116723.52,4863.48
FFSU,AL,3218851,3,2188,51,2022,4,False,ORENCIA SC,148.0,37.0,186275.62,176605.55,9670.07
FFSU,AL,3232711,3,2327,11,2022,4,False,YERVOY    ,270.0,22.0,193790.5,159382.64,34407.86
FFSU,AL,3232822,3,2328,22,2022,4,True,YERVOY    ,,,,,
FFSU,AL,3281411,3,2814,11,2022,4,True,ORENCIA SC,,,,,
FFSU,AL,3281811,3,2818,11,2022,4,True,ORENCIA SC,,,,,
FFSU,AL,3364111,3,3641,11,2022,4,False,EVOTAZ    ,420.0,14.0,22221.48,22221.48,0.0
FFSU,AL,3373413,3,3734,13,2022,4,False,OPDIVO    ,1758.0,50.0,502829.56,368280.62,134548.94
FFSU,AL,3375614,3,3756,14,2022,4,True,OPDIVO 120,,,,,
FFSU,AL,3376474,3,3764,74,2022,4,False,ELIQUIS   ,2590.0,35.0,22277.37,21723.46,553.91
FFSU,AL,3377211,3,3772,11,2022,4,False,OPDIVO    ,1192.0,41.0,350562.0,321114.48,29447.52
FFSU,AL,3377412,3,3774,12,2022,4,False,OPDIVO    ,344.0,16.0,100939.0,64886.2,36052.8
FFSU,AL,3633517,3,6335,17,2022,4,False,DROXIA    ,402.0,14.0,440.94,436.42,4.52
FFSU,AL,3633617,3,6336,17,2022,4,False,DROXIA    ,660.0,21.0,702.83,699.51,3.32
FFSU,AR,2143380,2,1433,80,2022,4,False,TRULICITY ,38.0,19.0,16346.27,16346.27,0.0
MCOU,AR,2143380,2,1433,80,2022,4,False,TRULICITY ,24.0,12.0,10511.4,10511.4,0.0
MCOU,AR,2143480,2,1434,80,2022,4,False,TRULICITY ,32.0,16.0,13849.52,13849.52,0.0
FFSU,AR,2143480,2,1434,80,2022,4,False,TRULICITY ,66.0,33.0,28388.91,28388.91,0.0
FFSU,AR,2143611,2,1436,11,2022,4,False,EMGALITY P,366.0,344.0,234913.02,234913.02,0.0
MCOU,AR,2143611,2,1436,11,2022,4,False,EMGALITY P,126.0,124.0,81896.3,81399.91,496.39
FFSU,AR,2144509,2,1445,9,2022,4,True,TALTZ AUTO,,,,,
FFSU,AR,2144511,2,1445,11,2022,4,False,TALTZ AUTO,49.0,49.0,307808.2,307808.2,0.0
MCOU,AR,2144511,2,1445,11,2022,4,True,TALTZ AUTO,,,,,
MCOU,AR,2144527,2,1445,27,2022,4,True,TALTZ AUTO,,,,,
FFSU,AR,2144527,2,1445,27,2022,4,False,TALTZ AUTO,22.0,11.0,138100.6,138100.6,0.0
FFSU,AR,2147180,2,1471,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,AR,2147180,2,1471,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,AR,2148480,2,1484,80,2022,4,True,MOUNJARO  ,,,,,
FFSU,AR,2148480,2,1484,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,AR,2149580,2,1495,80,2022,4,False,MOUNJARO  ,24.0,12.0,11532.64,11532.64,0.0
MCOU,AR,2150680,2,1506,80,2022,4,False,MOUNJARO  ,32.0,16.0,15373.24,15373.24,0.0
FFSU,AR,2150680,2,1506,80,2022,4,True,MOUNJARO  ,,,,,
FFSU,AR,2223680,2,2236,80,2022,4,False,TRULICITY ,30.0,15.0,12915.6,12915.6,0.0
MCOU,AR,2223680,2,2236,80,2022,4,False,TRULICITY ,22.0,11.0,9774.28,9774.28,0.0
MCOU,AR,2237711,2,2377,11,2022,4,True,EMGALITY S,,,,,
FFSU,AR,2237711,2,2377,11,2022,4,False,EMGALITY S,48.0,45.0,30742.29,30742.29,0.0
FFSU,AR,2311509,2,3115,9,2022,4,True,EMGALITY S,,,,,
FFSU,AR,2318280,2,3182,80,2022,4,False,TRULICITY ,22.0,11.0,9473.09,9473.09,0.0
MCOU,AR,2318280,2,3182,80,2022,4,True,TRULICITY ,,,,,
MCOU,AR,2323930,2,3239,30,2022,4,True,STRATTERA ,,,,,
FFSU,AR,2323930,2,3239,30,2022,4,True,STRATTERA ,,,,,
FFSU,AR,2431208,2,4312,8,2022,4,True,REYVOW    ,,,,,
FFSU,AR,2448354,2,4483,54,2022,4,True,VERZENIO  ,,,,,
FFSU,AR,2449108,2,4491,8,2022,4,True,REYVOW    ,,,,,
MCOU,AR,2449108,2,4491,8,2022,4,True,REYVOW    ,,,,,
FFSU,AR,2481554,2,4815,54,2022,4,True,VERZENIO  ,,,,,
FFSU,AR,2533754,2,5337,54,2022,4,True,VERZENIO  ,,,,,
FFSU,AR,2614511,2,6145,11,2022,4,True,BAQSIMI   ,,,,,
FFSU,AR,2614527,2,6145,27,2022,4,True,BAQSIMI   ,,,,,
FFSU,AR,2751001,2,7510,1,2022,4,False,HUMALOG   ,16680.0,872.0,447606.29,433759.74,13846.55
MCOU,AR,2751001,2,7510,1,2022,4,False,HUMALOG   ,1310.0,68.0,35324.21,35324.21,0.0
MCOU,AR,2751017,2,7510,17,2022,4,True,HUMALOG   ,,,,,
FFSU,AR,2751017,2,7510,17,2022,4,False,HUMALOG   ,125.4,12.0,3554.09,3554.09,0.0
FFSU,AR,2751101,2,7511,1,2022,4,False,HUMALOG MI,790.0,23.0,21819.36,21819.36,0.0
MCOU,AR,2751101,2,7511,1,2022,4,True,HUMALOG MI,,,,,
FFSU,AR,2751659,2,7516,59,2022,4,False,HUMALOG   ,375.0,20.0,12422.5,11692.74,729.76
FFSU,AR,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
MCOU,AR,2763611,2,7636,11,2022,4,True,ZYPREXA RE,,,,,
FFSU,AR,2763711,2,7637,11,2022,4,True,ZYPREXA RE,,,,,
MCOU,AR,2763711,2,7637,11,2022,4,True,ZYPREXA RE,,,,,
FFSU,AR,2764001,2,7640,1,2022,4,True,ALIMTA    ,,,,,
FFSU,AR,2766901,2,7669,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,AR,2767801,2,7678,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,AR,2771227,2,7712,27,2022,4,True,HUMALOG KW,,,,,
MCOU,AR,2771227,2,7712,27,2022,4,True,HUMALOG KW,,,,,
MCOU,AR,2771459,2,7714,59,2022,4,True,HUMALOG JU,,,,,
FFSU,AR,2771459,2,7714,59,2022,4,False,HUMALOG JU,1458.0,119.0,50858.53,47262.81,3595.72
FFSU,AR,2771559,2,7715,59,2022,4,True,BASAGLAR K,,,,,
MCOU,AR,2771559,2,7715,59,2022,4,True,BASAGLAR K,,,,,
FFSU,AR,2772411,2,7724,11,2022,4,True,TALTZ SYRI,,,,,
MCOU,AR,2772411,2,7724,11,2022,4,True,TALTZ SYRI,,,,,
FFSU,AR,2773701,2,7737,1,2022,4,True,INSULIN LI,,,,,
FFSU,AR,2803101,2,8031,1,2022,4,False,GLUCAGON E,99.0,71.0,23037.37,23037.37,0.0
MCOU,AR,2803101,2,8031,1,2022,4,True,GLUCAGON E,,,,,
MCOU,AR,2820705,2,8207,5,2022,4,True,LYUMJEV KW,,,,,
FFSU,AR,2821501,2,8215,1,2022,4,False,HUMULIN R ,3470.1,234.0,51947.07,50552.45,1394.62
MCOU,AR,2821501,2,8215,1,2022,4,False,HUMULIN R ,240.15,24.0,3574.21,3554.68,19.53
FFSU,AR,2821517,2,8215,17,2022,4,False,HUMULIN R ,61.0,15.0,2094.96,2094.96,0.0
MCOU,AR,2821517,2,8215,17,2022,4,False,HUMULIN R ,20.7,13.0,3156.97,3156.97,0.0
MCOU,AR,2822259,2,8222,59,2022,4,True,INSULIN LI,,,,,
MCOU,AR,2831501,2,8315,1,2022,4,True,HUMULIN N ,,,,,
FFSU,AR,2831501,2,8315,1,2022,4,False,HUMULIN N ,1970.0,156.0,29799.46,28869.38,930.08
FFSU,AR,2831517,2,8315,17,2022,4,True,HUMULIN N ,,,,,
FFSU,AR,2840001,2,8400,1,2022,4,True,FORTEO    ,,,,,
FFSU,AR,2850101,2,8501,1,2022,4,False,HUMULIN R ,1100.08,51.0,78802.6,78802.6,0.0
MCOU,AR,2850101,2,8501,1,2022,4,True,HUMULIN R ,,,,,
MCOU,AR,2871501,2,8715,1,2022,4,False,HUMULIN 70,640.0,22.0,9429.93,9429.93,0.0
FFSU,AR,2871501,2,8715,1,2022,4,False,HUMULIN 70,5840.0,255.0,86084.57,85331.15,753.42
FFSU,AR,2871517,2,8715,17,2022,4,True,HUMULIN 70,,,,,
FFSU,AR,2879759,2,8797,59,2022,4,False,HUMALOG MI,1374.0,69.0,47331.54,47331.54,0.0
MCOU,AR,2879759,2,8797,59,2022,4,True,HUMALOG MI,,,,,
FFSU,AR,2879859,2,8798,59,2022,4,True,HUMALOG MI,,,,,
FFSU,AR,2879959,2,8799,59,2022,4,False,HUMALOG KW,20391.0,1192.0,704630.04,694262.33,10367.71
MCOU,AR,2879959,2,8799,59,2022,4,False,HUMALOG KW,2694.0,150.0,93421.17,92943.49,477.68
FFSU,AR,2880359,2,8803,59,2022,4,False,HUMULIN 70,2394.0,107.0,73494.12,72485.73,1008.39
MCOU,AR,2880359,2,8803,59,2022,4,True,HUMULIN 70,,,,,
FFSU,AR,2880559,2,8805,59,2022,4,True,HUMULIN N ,,,,,
FFSU,AR,2882427,2,8824,27,2022,4,False,HUMULIN R ,2097.0,142.0,194168.0,194168.0,0.0
MCOU,AR,2882427,2,8824,27,2022,4,False,HUMULIN R ,486.0,24.0,45860.59,45860.59,0.0
MCOU,AR,3029305,3,293,5,2022,4,False,KENALOG-40,14.75,15.0,140.27,135.67,4.6
